ID,B
389,24/01/2011
390,24/01/2011
391,24/01/2011
392,24/01/2011
393,24/01/2011
394,24/01/2011
395,24/01/2011
396,24/01/2011
397,24/01/2011
398,24/01/2011
399,24/01/2011
400,24/01/2011
401,24/01/2011
402,24/01/2011
403,24/01/2011
404,24/01/2011
405,24/01/2011
406,24/01/2011
407,24/01/2011
408,24/01/2011
409,24/01/2011
410,24/01/2011
411,24/01/2011
412,24/01/2011
413,24/01/2011
414,24/01/2011
415,24/01/2011
416,24/01/2011
417,24/01/2011
418,24/01/2011
419,24/01/2011
420,10/06/2011
421,10/06/2011
422,10/06/2011
423,10/06/2011
424,10/06/2011
425,10/06/2011
426,10/06/2011
427,10/06/2011
428,10/06/2011
429,10/06/2011
430,10/06/2011
431,10/06/2011
432,10/06/2011
433,10/06/2011
434,10/06/2011
435,10/06/2011
436,10/06/2011
437,10/06/2011
438,10/06/2011
439,10/06/2011
440,10/06/2011
441,10/06/2011
442,10/06/2011
443,10/06/2011
444,10/06/2011
445,10/06/2011
446,10/06/2011
447,10/06/2011
448,10/06/2011
449,10/06/2011
450,10/06/2011
451,10/06/2011
452,07/06/2011
453,07/06/2011
454,07/06/2011
455,07/06/2011
456,07/06/2011
457,07/06/2011
458,07/06/2011
459,07/06/2011
460,07/06/2011
461,07/06/2011
462,07/06/2011
463,07/06/2011
464,07/06/2011
465,07/06/2011
466,07/06/2011
467,07/06/2011
468,07/06/2011
469,07/06/2011
470,07/06/2011
471,07/06/2011
472,07/06/2011
473,07/06/2011
474,07/06/2011
475,07/06/2011
476,07/06/2011
477,07/06/2011
478,07/06/2011
479,07/06/2011
480,07/06/2011
481,07/06/2011
482,07/06/2011
483,07/06/2011
484,07/06/2011
485,07/06/2011
486,07/06/2011
487,07/06/2011
488,07/06/2011
489,07/06/2011
490,07/06/2011
491,07/06/2011
492,07/06/2011
493,07/06/2011
494,07/06/2011
495,07/06/2011
496,07/06/2011
497,07/06/2011
498,07/06/2011
499,24/01/2011
500,24/01/2011
501,24/01/2011
502,24/01/2011
503,24/01/2011
504,24/01/2011
505,24/01/2011
506,24/01/2011
507,24/01/2011
508,24/01/2011
509,24/01/2011
510,24/01/2011
511,24/01/2011
512,24/01/2011
513,24/01/2011
514,24/01/2011
515,24/01/2011
516,24/01/2011
517,24/01/2011
518,24/01/2011
519,24/01/2011
520,24/01/2011
521,24/01/2011
522,24/01/2011
523,24/01/2011
524,24/01/2011
525,24/01/2011
526,24/01/2011
527,24/01/2011
528,24/01/2011
529,24/01/2011
530,24/01/2011
531,24/01/2011
532,24/01/2011
533,19/07/2011
534,19/07/2011
535,19/07/2011
536,19/07/2011
537,19/07/2011
538,19/07/2011
539,19/07/2011
540,19/07/2011
541,19/07/2011
542,19/07/2011
543,19/07/2011
544,19/07/2011
545,19/07/2011
546,19/07/2011
547,19/07/2011
548,19/07/2011
549,19/07/2011
550,19/07/2011
551,19/07/2011
552,24/01/2011
553,24/01/2011
554,24/01/2011
555,24/01/2011
556,24/01/2011
557,24/01/2011
558,24/01/2011
559,24/01/2011
560,24/01/2011
561,24/01/2011
562,24/01/2011
563,24/01/2011
564,24/01/2011
565,24/01/2011
566,24/01/2011
567,24/01/2011
568,24/01/2011
569,24/01/2011
570,24/01/2011
571,24/01/2011
572,24/01/2011
573,24/01/2011
574,24/01/2011
575,24/01/2011
576,24/01/2011
577,24/01/2011
578,24/01/2011
579,24/01/2011
580,24/01/2011
581,24/01/2011
582,24/01/2011
583,24/01/2011
584,24/01/2011
585,24/01/2011
586,24/01/2011
587,24/01/2011
588,24/01/2011
589,24/01/2011
590,24/01/2011
591,24/01/2011
592,24/01/2011
593,24/01/2011
594,24/01/2011
595,24/01/2011
596,24/01/2011
597,18/08/2011
598,18/08/2011
599,18/08/2011
600,18/08/2011
601,18/08/2011
602,18/08/2011
603,18/08/2011
604,18/08/2011
605,18/08/2011
606,18/08/2011
607,18/08/2011
608,18/08/2011
609,18/08/2011
610,18/08/2011
611,18/08/2011
612,18/08/2011
613,18/08/2011
614,18/08/2011
615,18/08/2011
616,18/08/2011
617,18/08/2011
618,18/08/2011
619,18/08/2011
620,18/08/2011
621,18/08/2011
622,18/08/2011
623,18/08/2011
624,18/08/2011
625,18/08/2011
626,18/08/2011
627,18/08/2011
628,18/08/2011
629,18/08/2011
630,18/08/2011
631,18/08/2011
632,18/08/2011
633,18/08/2011
634,18/08/2011
635,18/08/2011
636,18/08/2011
637,18/08/2011
638,18/08/2011
639,18/08/2011
640,18/08/2011
641,18/08/2011
642,18/08/2011
643,18/08/2011
644,13/07/2011
645,13/07/2011
646,13/07/2011
647,13/07/2011
648,13/07/2011
649,13/07/2011
650,13/07/2011
651,13/07/2011
652,13/07/2011
653,13/07/2011
654,13/07/2011
655,13/07/2011
656,13/07/2011
657,13/07/2011
658,13/07/2011
659,13/07/2011
660,13/07/2011
661,13/07/2011
662,13/07/2011
663,13/07/2011
664,13/07/2011
665,13/07/2011
666,13/07/2011
667,13/07/2011
668,13/07/2011
669,13/07/2011
670,13/07/2011
671,13/07/2011
672,13/07/2011
673,13/07/2011
674,13/07/2011
675,13/07/2011
676,13/07/2011
677,13/07/2011
678,13/07/2011
679,24/01/2011
680,24/01/2011
681,24/01/2011
682,24/01/2011
683,24/01/2011
684,24/01/2011
685,24/01/2011
686,24/01/2011
687,24/01/2011
688,24/01/2011
689,24/01/2011
690,24/01/2011
691,24/01/2011
692,24/01/2011
693,24/01/2011
694,24/01/2011
695,24/01/2011
696,24/01/2011
697,24/01/2011
698,24/01/2011
699,24/01/2011
700,24/01/2011
701,24/01/2011
702,24/01/2011
703,24/01/2011
704,24/01/2011
705,24/01/2011
706,24/01/2011
707,24/01/2011
708,24/01/2011
709,24/01/2011
710,24/01/2011
711,24/01/2011
712,24/01/2011
732,09/03/2011
733,09/03/2011
734,09/03/2011
735,09/03/2011
736,09/03/2011
737,09/03/2011
738,09/03/2011
739,09/03/2011
740,09/03/2011
741,09/03/2011
742,09/03/2011
743,09/03/2011
744,09/03/2011
745,09/03/2011
746,09/03/2011
747,09/03/2011
748,09/03/2011
749,09/03/2011
750,09/03/2011
751,09/03/2011
752,09/03/2011
753,09/03/2011
754,09/03/2011
755,09/03/2011
756,09/03/2011
757,09/03/2011
758,09/03/2011
759,09/03/2011
760,09/03/2011
761,09/03/2011
762,09/03/2011
763,09/03/2011
764,09/03/2011
765,09/03/2011
766,09/03/2011
767,09/03/2011
768,09/03/2011
769,09/03/2011
770,09/03/2011
771,09/03/2011
772,09/03/2011
773,09/03/2011
774,09/03/2011
775,09/03/2011
776,09/03/2011
777,09/03/2011
778,09/03/2011
779,09/03/2011
780,09/03/2011
781,09/03/2011
782,09/03/2011
783,09/03/2011
784,09/03/2011
785,09/03/2011
864,04/11/2011
865,04/11/2011
866,04/11/2011
867,04/11/2011
868,04/11/2011
869,04/11/2011
870,04/11/2011
871,04/11/2011
872,04/11/2011
873,28/10/2011
874,28/10/2011
875,28/10/2011
876,28/10/2011
877,13/10/2011
878,13/10/2011
879,13/10/2011
880,13/10/2011
881,13/10/2011
882,13/10/2011
883,13/10/2011
884,13/10/2011
885,02/04/2012
886,02/04/2012
887,02/04/2012
888,02/04/2012
889,02/04/2012
890,02/04/2012
891,02/04/2012
892,02/04/2012
893,02/04/2012
894,02/04/2012
895,02/04/2012
896,02/04/2012
897,02/04/2012
898,02/04/2012
899,09/03/2012
900,09/03/2012
901,09/03/2012
902,09/03/2012
903,09/03/2012
904,09/03/2012
905,09/03/2012
906,09/03/2012
907,09/03/2012
908,09/03/2012
909,09/03/2012
910,09/03/2012
953,19/06/2012
954,19/06/2012
955,19/06/2012
956,19/06/2012
957,19/06/2012
958,19/06/2012
959,19/06/2012
960,19/06/2012
961,19/06/2012
962,19/06/2012
963,19/06/2012
964,19/06/2012
965,19/06/2012
966,19/06/2012
967,19/06/2012
968,19/06/2012
969,19/06/2012
970,19/06/2012
971,21/06/2012
972,21/06/2012
973,21/06/2012
974,21/06/2012
975,21/06/2012
976,21/06/2012
977,21/06/2012
978,21/06/2012
979,21/06/2012
980,21/06/2012
981,21/06/2012
982,21/06/2012
983,21/06/2012
984,25/06/2012
985,25/06/2012
986,25/06/2012
987,25/06/2012
988,25/06/2012
989,25/06/2012
990,25/06/2012
991,25/06/2012
992,25/06/2012
993,25/06/2012
994,25/06/2012
995,25/06/2012
996,25/06/2012
997,25/06/2012
998,25/06/2012
999,25/06/2012
1000,25/06/2012
1001,25/06/2012
1002,25/06/2012
1003,25/06/2012
1004,25/06/2012
1005,25/06/2012
1006,25/06/2012
1007,25/06/2012
1008,25/06/2012
1009,25/06/2012
1010,25/06/2012
1011,25/06/2012
1012,25/06/2012
1013,25/06/2012
1014,25/06/2012
1015,25/06/2012
1016,29/06/2012
1017,29/06/2012
1018,29/06/2012
1019,29/06/2012
1020,29/06/2012
1021,29/06/2012
1022,29/06/2012
1023,29/06/2012
1024,29/06/2012
1025,29/06/2012
1026,29/06/2012
1027,29/06/2012
1028,29/06/2012
1029,29/06/2012
1030,29/06/2012
1031,29/06/2012
1032,29/06/2012
1033,29/06/2012
1034,29/06/2012
1035,29/06/2012
1036,29/06/2012
1037,29/06/2012
1038,29/06/2012
1039,29/06/2012
1040,29/06/2012
1041,29/06/2012
1042,29/06/2012
1043,29/06/2012
1044,29/06/2012
1045,29/06/2012
1046,29/06/2012
1047,29/06/2012
1048,29/06/2012
1049,29/06/2012
1050,29/06/2012
1051,29/06/2012
1052,29/06/2012
1053,29/06/2012
1054,29/06/2012
1055,29/06/2012
1056,29/06/2012
1057,29/06/2012
1058,29/06/2012
1059,29/06/2012
1060,29/06/2012
1061,29/06/2012
1062,29/06/2012
1063,09/07/2012
1064,09/07/2012
1065,09/07/2012
1066,09/07/2012
1067,09/07/2012
1068,09/07/2012
1069,09/07/2012
1070,09/07/2012
1071,09/07/2012
1072,09/07/2012
1073,09/07/2012
1074,09/07/2012
1075,09/07/2012
1076,09/07/2012
1077,09/07/2012
1078,09/07/2012
1079,09/07/2012
1080,09/07/2012
1081,09/07/2012
1082,09/07/2012
1083,09/07/2012
1084,09/07/2012
1085,09/07/2012
1086,09/07/2012
1087,09/07/2012
1088,09/07/2012
1089,09/07/2012
1090,09/07/2012
1091,09/07/2012
1092,09/07/2012
1093,09/07/2012
1094,09/07/2012
1095,09/07/2012
1096,09/07/2012
1145,31/01/2011
1146,31/01/2011
1147,31/01/2011
1148,31/01/2011
1149,31/01/2011
1150,31/01/2011
1151,31/01/2011
1152,31/01/2011
1153,31/01/2011
1154,31/01/2011
1155,31/01/2011
1156,31/01/2011
1157,31/01/2011
1158,31/01/2011
1159,31/01/2011
1160,31/01/2011
1161,31/01/2011
1162,31/01/2011
1163,31/01/2011
1164,31/01/2011
1165,31/01/2011
1166,31/01/2011
1167,31/01/2011
1168,31/01/2011
1169,31/01/2011
1170,31/01/2011
1171,31/01/2011
1172,31/01/2011
1173,31/01/2011
1174,31/01/2011
1175,31/01/2011
1176,31/01/2011
1177,31/01/2011
1178,31/01/2011
1179,31/01/2011
1180,31/01/2011
1181,31/01/2011
1182,31/01/2011
1183,31/01/2011
1184,31/01/2011
1185,31/01/2011
1186,31/01/2011
1187,31/01/2011
1188,31/01/2011
1189,31/01/2011
1190,31/01/2011
1191,31/01/2011
1192,31/01/2011
1193,31/01/2011
1194,31/01/2011
1195,31/01/2011
1196,31/01/2011
1197,31/01/2011
1198,31/01/2011
1199,31/01/2011
1200,31/01/2011
1201,31/01/2011
1202,31/01/2011
1203,31/01/2011
1204,31/01/2011
1205,31/01/2011
1206,31/01/2011
1207,31/01/2011
1208,31/01/2011
1209,31/01/2011
1210,31/01/2011
1211,31/01/2011
1212,31/01/2011
1213,31/01/2011
1214,31/01/2011
1215,31/01/2011
1216,31/01/2011
1217,31/01/2011
1218,31/01/2011
1219,31/01/2011
1220,31/01/2011
1221,31/01/2011
1222,31/01/2011
1223,31/01/2011
1224,31/01/2011
1225,31/01/2011
1226,31/01/2011
1227,31/01/2011
1228,31/01/2011
1229,31/01/2011
1230,31/01/2011
1231,31/01/2011
1232,31/01/2011
1233,31/01/2011
1234,31/01/2011
1235,31/01/2011
1236,31/01/2011
1237,31/01/2011
1238,31/01/2011
1239,31/01/2011
1240,31/01/2011
1241,31/01/2011
1242,31/01/2011
1243,31/01/2011
1244,31/01/2011
1245,31/01/2011
1246,31/01/2011
1247,31/01/2011
1248,31/01/2011
1249,31/01/2011
1250,31/01/2011
1251,31/01/2011
1252,31/01/2011
1253,31/01/2011
1254,31/01/2011
1255,31/01/2011
1256,31/01/2011
1257,31/01/2011
1258,31/01/2011
1259,31/01/2011
1260,31/01/2011
1261,31/01/2011
1262,31/01/2011
1263,31/01/2011
1264,31/01/2011
1265,31/01/2011
1266,31/01/2011
1267,31/01/2011
1268,31/01/2011
1269,31/01/2011
1270,31/01/2011
1271,31/01/2011
1272,31/01/2011
1273,31/01/2011
1274,31/01/2011
1275,31/01/2011
1276,31/01/2011
1277,31/01/2011
1278,31/01/2011
1279,31/01/2011
1280,31/01/2011
1281,31/01/2011
1282,31/01/2011
1283,31/01/2011
1284,31/01/2011
1285,31/01/2011
1286,31/01/2011
1287,31/01/2011
1288,31/01/2011
1289,31/01/2011
1290,31/01/2011
1291,31/01/2011
1292,31/01/2011
1293,31/01/2011
1294,31/01/2011
1295,31/01/2011
1296,31/01/2011
1297,31/01/2011
1298,31/01/2011
1299,31/01/2011
1300,31/01/2011
1301,31/01/2011
1302,31/01/2011
1303,31/01/2011
1304,31/01/2011
1305,31/01/2011
1306,31/01/2011
1307,31/01/2011
1308,31/01/2011
1309,31/01/2011
1310,31/01/2011
1311,31/01/2011
1312,31/01/2011
1313,31/01/2011
1314,31/01/2011
1315,31/01/2011
1316,31/01/2011
1317,31/01/2011
1318,31/01/2011
1319,31/01/2011
1320,31/01/2011
1321,31/01/2011
1322,31/01/2011
1323,31/01/2011
1324,31/01/2011
1325,31/01/2011
1326,31/01/2011
1327,31/01/2011
1328,31/01/2011
1329,31/01/2011
1330,31/01/2011
1331,31/01/2011
1332,31/01/2011
1333,31/01/2011
1334,31/01/2011
1335,31/01/2011
1336,31/01/2011
1337,31/01/2011
1338,31/01/2011
1339,31/01/2011
1340,31/01/2011
1341,31/01/2011
1342,31/01/2011
1343,31/01/2011
1344,31/01/2011
1345,31/01/2011
1346,31/01/2011
1347,31/01/2011
1348,31/01/2011
1349,31/01/2011
1350,31/01/2011
1351,31/01/2011
1352,31/01/2011
1353,31/01/2011
1354,31/01/2011
1355,31/01/2011
1356,31/01/2011
1357,31/01/2011
1358,31/01/2011
1359,31/01/2011
1360,31/01/2011
1361,31/01/2011
1362,31/01/2011
1363,31/01/2011
1364,31/01/2011
1365,31/01/2011
1366,31/01/2011
1367,31/01/2011
1368,31/01/2011
1369,31/01/2011
1370,31/01/2011
1371,31/01/2011
1372,31/01/2011
1373,31/01/2011
1374,31/01/2011
1375,31/01/2011
1376,31/01/2011
1377,31/01/2011
1378,31/01/2011
1379,31/01/2011
1380,31/01/2011
1382,24/01/2011
1383,24/01/2011
1384,24/01/2011
1385,24/01/2011
1386,24/01/2011
1387,24/01/2011
1388,24/01/2011
1389,24/01/2011
1390,24/01/2011
1391,24/01/2011
1392,24/01/2011
1393,24/01/2011
1394,24/01/2011
1395,24/01/2011
1396,24/01/2011
1397,24/01/2011
1398,24/01/2011
1399,24/01/2011
1400,24/01/2011
1401,24/01/2011
1402,24/01/2011
1403,24/01/2011
1404,24/01/2011
1405,24/01/2011
1406,24/01/2011
1407,24/01/2011
1408,24/01/2011
1409,24/01/2011
1410,24/01/2011
1411,24/01/2011
1412,10/06/2011
1413,10/06/2011
1414,10/06/2011
1415,10/06/2011
1416,10/06/2011
1417,10/06/2011
1418,10/06/2011
1419,10/06/2011
1420,10/06/2011
1421,10/06/2011
1422,10/06/2011
1423,10/06/2011
1424,10/06/2011
1425,10/06/2011
1426,10/06/2011
1427,10/06/2011
1428,10/06/2011
1429,10/06/2011
1430,10/06/2011
1431,10/06/2011
1432,10/06/2011
1433,10/06/2011
1434,10/06/2011
1435,10/06/2011
1436,10/06/2011
1437,10/06/2011
1438,10/06/2011
1439,10/06/2011
1440,10/06/2011
1441,10/06/2011
1442,10/06/2011
1443,10/06/2011
1444,07/06/2011
1445,07/06/2011
1446,07/06/2011
1447,07/06/2011
1448,07/06/2011
1449,07/06/2011
1450,07/06/2011
1451,07/06/2011
1452,07/06/2011
1453,07/06/2011
1454,07/06/2011
1455,07/06/2011
1456,07/06/2011
1457,07/06/2011
1458,07/06/2011
1459,07/06/2011
1460,07/06/2011
1461,07/06/2011
1462,07/06/2011
1463,07/06/2011
1464,07/06/2011
1465,07/06/2011
1466,07/06/2011
1467,07/06/2011
1468,07/06/2011
1469,07/06/2011
1470,07/06/2011
1471,07/06/2011
1472,07/06/2011
1473,07/06/2011
1474,07/06/2011
1475,07/06/2011
1476,07/06/2011
1477,07/06/2011
1478,07/06/2011
1479,07/06/2011
1480,07/06/2011
1481,07/06/2011
1482,07/06/2011
1483,07/06/2011
1484,07/06/2011
1485,07/06/2011
1486,07/06/2011
1487,07/06/2011
1488,07/06/2011
1489,07/06/2011
1490,07/06/2011
1491,09/03/2011
1492,09/03/2011
1493,09/03/2011
1494,09/03/2011
1495,09/03/2011
1496,09/03/2011
1497,09/03/2011
1498,09/03/2011
1499,09/03/2011
1500,09/03/2011
1501,09/03/2011
1502,09/03/2011
1503,09/03/2011
1504,09/03/2011
1505,09/03/2011
1506,09/03/2011
1507,09/03/2011
1508,09/03/2011
1509,09/03/2011
1510,09/03/2011
1511,09/03/2011
1512,09/03/2011
1513,09/03/2011
1514,09/03/2011
1515,09/03/2011
1516,09/03/2011
1517,09/03/2011
1518,09/03/2011
1519,09/03/2011
1520,09/03/2011
1521,09/03/2011
1522,09/03/2011
1523,09/03/2011
1524,09/03/2011
